term_36m,term_60m,grade_n,sub_grade_n,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,emp_length_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,cover,Outcome
1,0,6,69,75.7,9.44,896.14,423842.0,10.0,12.47,61293,76,1,165000.0,28000,5.89285714285714,0
1,0,7,75,41.8,7.14,309.42,-1.0,0.5,8.04,-1,100,-1,135000.0,10000,13.5,0
0,1,4,49,0.3,15.77,387.14,70353.0,0.5,10.48,2113,24,6,87000.0,16000,5.4375,0
1,0,5,57,54.0,15.1,694.29,404752.0,2.0,15.96,36832,100,5,97500.0,20000,4.875,0
1,0,1,15,80.0,25.89,449.6,73525.0,3.0,32.6,5418,100,1,25000.0,11175,2.23713646532438,0
1,0,5,53,48.0,13.99,246.05,84218.0,6.0,28.82,5199,100,4,113000.0,7200,15.6944444444444,0
1,0,6,63,61.7,10.99,196.41,142724.0,1.0,24.56,10088,100,1,30000.0,6000,5.0,0
1,0,4,41,28.6,21.49,265.49,14600.0,0.0,14.3,646,31,4,24000.0,7000,3.42857142857143,1
1,0,6,69,24.0,8.18,157.1,145814.0,0.5,7.11,14361,100,6,111000.0,5000,22.2,0
1,0,5,55,53.2,13.33,677.07,60569.0,10.0,16.75,2247,100,4,75000.0,20000,3.75,0
1,0,6,63,64.1,10.75,489.31,337894.0,10.0,24.57,20902,84,2,116000.0,15000,7.73333333333333,0
1,0,3,31,57.0,21.48,227.54,75014.0,1.0,22.6,2491,53,9,68000.0,6000,11.3333333333333,1
0,1,7,73,14.8,7.29,119.63,-1.0,7.0,7.76,-1,100,-1,130000.0,6000,21.6666666666667,0
1,0,5,53,32.0,13.99,683.46,283071.0,5.0,12.21,13032,100,4,150000.0,20000,7.5,0
1,0,6,61,55.4,11.36,822.78,-1.0,3.0,16.4,-1,100,-1,130000.0,25000,5.2,0
1,0,3,39,51.7,18.25,333.76,61150.0,3.0,15.88,3390,100,3,60000.0,9200,6.52173913043478,0
1,0,7,75,1.0,7.59,311.48,17500.0,10.0,1.41,25,1,7,75000.0,10000,7.5,0
1,0,4,49,0.0,14.11,123.23,-1.0,3.0,0.04,-1,100,-1,30000.0,3600,8.33333333333333,0
1,0,5,53,70.4,14.49,406.11,108936.0,6.0,18.88,11716,100,5,68900.0,11800,5.83898305084746,0
0,1,1,11,27.0,30.99,550.51,166100.0,0.0,18.1,5756,27,10,38000.0,16700,2.27544910179641,1
1,0,4,41,9.7,17.86,342.79,54304.0,0.0,9.49,3624,67,6,50000.0,9500,5.26315789473684,0
1,0,4,45,54.3,19.03,256.7,162729.0,10.0,35.91,12855,54,8,77000.0,7000,11.0,1
1,0,4,41,27.7,17.86,517.78,20064.0,10.0,12.19,1545,100,4,45000.0,14350,3.13588850174216,0
1,0,7,79,12.4,5.32,180.69,99225.0,9.0,13.04,3856,39,1,90000.0,6000,15.0,0
0,1,4,43,69.6,19.99,370.84,100987.0,5.0,24.48,3316,62,5,70000.0,14000,5.0,1
1,0,6,65,3.1,11.58,825.34,-1.0,8.0,0.13,-1,100,-1,90000.0,25000,3.6,0
1,0,6,61,94.8,11.99,166.05,-1.0,5.0,21.95,-1,100,-1,71000.0,5000,14.2,0
1,0,3,39,90.0,16.45,212.28,-1.0,10.0,6.48,-1,100,-1,70000.0,6000,11.6666666666667,0
1,0,7,73,13.0,7.9,1095.16,-1.0,3.0,11.13,-1,100,4,83200.0,35000,2.37714285714286,0
1,0,3,33,86.9,20.99,339.03,286532.0,10.0,29.61,15368,100,2,81000.0,9000,9.0,0
1,0,3,35,86.8,21.6,37.99,26875.0,10.0,20.79,3534,100,6,43356.0,1000,43.356,0
1,0,6,61,34.0,11.49,98.92,38560.0,7.0,26.47,2857,59,4,53000.0,3000,17.6666666666667,0
0,1,2,29,92.2,22.95,791.35,84165.0,2.0,18.43,4685,100,2,90000.0,28100,3.20284697508897,1
1,0,5,59,73.9,12.39,250.51,269527.0,7.0,24.64,16931,100,2,85000.0,7500,11.3333333333333,0
1,0,6,67,4.1,10.15,646.76,261346.0,9.0,25.35,5524,100,11,97120.0,20000,4.856,0
1,0,3,31,66.7,16.95,178.14,-1.0,3.0,21.7,-1,100,-1,50000.0,5000,10.0,0
1,0,4,49,93.2,14.59,275.72,-1.0,3.0,19.45,-1,100,-1,60000.0,8000,7.5,0
0,1,2,25,16.2,24.5,573.92,99912.0,2.0,2.53,11601,100,1,55000.0,19750,2.78481012658228,0
1,0,5,53,22.1,16.29,391.84,-1.0,4.0,10.95,-1,100,9,32000.0,11100,2.88288288288288,0
1,0,4,49,52.0,16.99,285.19,30300.0,5.0,8.72,3151,52,2,34000.0,8000,4.25,1
1,0,5,55,7.3,13.33,338.54,20800.0,10.0,2.08,147,100,4,52000.0,10000,5.2,0
1,0,5,51,2.4,15.99,762.81,359284.0,10.0,21.91,26313,33,8,73500.0,21700,3.38709677419355,0
0,1,5,53,4.8,15.04,457.17,23177.0,3.0,2.55,3420,74,1,89000.0,19200,4.63541666666667,0
1,0,7,79,20.9,5.32,481.84,343012.0,10.0,26.18,12636,44,2,120000.0,16000,7.5,0
0,1,1,13,0.1,25.99,898.04,85380.0,2.0,6.88,3113,100,4,90000.0,30000,3.0,0
1,0,6,67,72.4,9.17,267.79,337695.0,6.0,18.34,23982,54,1,130000.0,8400,15.4761904761905,0
0,1,5,55,23.8,12.98,56.86,-1.0,10.0,4.1,-1,100,-1,70000.0,2500,28.0,0
0,1,1,19,78.1,26.77,395.18,13800.0,0.5,16.44,2320,100,1,26000.0,13000,2.0,1
1,0,5,57,11.7,13.49,339.31,53518.0,10.0,24.0,7543,71,2,55000.0,10000,5.5,0
1,0,6,63,27.1,11.44,1153.17,479330.0,10.0,2.36,44712,27,6,137000.0,35000,3.91428571428571,0
1,0,3,39,10.2,22.74,108.01,15380.0,0.5,5.36,1996,65,5,60000.0,2800,21.4285714285714,0
0,1,3,37,70.9,16.32,159.79,-1.0,0.5,6.4,-1,100,-1,325000.0,6525,49.8084291187739,0
1,0,6,65,17.9,11.55,181.5,39118.0,4.0,10.39,930,100,3,55000.0,5500,10.0,0
1,0,3,35,3.5,19.99,891.81,127450.0,10.0,17.75,6666,100,10,174200.0,24000,7.25833333333333,0
1,0,5,53,35.9,15.05,1074.52,138919.0,6.0,24.72,8888,51,4,120000.0,30975,3.87409200968523,1
1,0,6,61,88.1,11.99,199.26,7800.0,9.0,7.98,1145,88,2,35200.0,6000,5.86666666666667,0
1,0,5,59,93.3,12.99,256.04,-1.0,7.0,21.1,-1,100,-1,64197.0,7600,8.44697368421053,0
0,1,4,47,58.0,17.99,761.64,104962.0,4.0,5.52,10829,58,1,85000.0,30000,2.83333333333333,1
1,0,5,51,6.1,15.59,873.88,178158.0,4.0,13.05,1405,13,21,70000.0,25000,2.8,0
1,0,4,47,8.3,17.99,1265.16,-1.0,3.0,9.97,-1,100,3,90000.0,35000,2.57142857142857,0
1,0,3,33,52.6,25.49,240.12,36275.0,4.0,22.11,3136,78,9,45000.0,6000,7.5,1
1,0,7,71,9.5,9.63,481.42,-1.0,0.5,10.13,-1,100,-1,140000.0,15000,9.33333333333333,0
1,0,4,47,45.0,16.29,225.04,121766.0,7.0,11.59,12922,100,6,47000.0,6375,7.37254901960784,0
1,0,6,63,36.5,12.85,537.95,234734.0,0.5,20.41,16638,100,1,130000.0,16000,8.125,0
0,1,4,41,49.8,17.86,531.67,622034.0,8.0,11.43,32716,100,10,120000.0,21000,5.71428571428571,0
0,1,1,17,11.5,25.83,596.8,34534.0,10.0,7.47,2185,100,2,70000.0,20000,3.5,0
0,1,5,55,7.8,14.52,495.49,231271.0,2.0,23.13,16356,36,7,73000.0,21050,3.46793349168646,0
1,0,5,55,85.1,13.67,625.93,195211.0,5.0,13.56,19281,85,4,100000.0,18400,5.43478260869565,0
1,0,5,55,1.2,13.67,408.22,2800.0,9.0,0.52,11,1,1,65000.0,12000,5.41666666666667,0
1,0,4,47,17.7,15.99,140.61,24257.0,2.0,7.83,905,100,3,50000.0,4000,12.5,0
1,0,6,63,18.7,10.75,326.21,25300.0,5.0,4.2,431,19,4,50000.0,10000,5.0,0
1,0,5,53,50.5,14.31,130.45,97243.0,5.0,27.8,10387,100,6,72000.0,3800,18.9473684210526,0
0,1,3,33,85.7,21.99,358.98,110860.0,1.0,14.04,14059,100,1,50000.0,13000,3.84615384615385,1
1,0,4,49,38.8,15.61,279.72,75425.0,3.0,38.29,6452,100,8,40000.0,8000,5.0,0
1,0,5,57,46.3,12.99,842.23,75812.0,7.0,15.74,5282,100,4,96000.0,25000,3.84,0
1,0,5,55,48.3,13.66,680.26,58505.0,2.0,18.5,6009,100,4,80000.0,20000,4.0,0
0,1,4,43,71.5,19.52,262.28,311300.0,7.0,10.42,58873,100,3,70000.0,10000,7.0,0
1,0,5,57,51.8,13.49,101.8,83314.0,4.0,28.68,5104,50,3,40000.0,3000,13.3333333333333,0
1,0,4,41,31.5,21.49,758.55,28250.0,0.5,7.0,1186,42,5,40000.0,20000,2.0,1
1,0,4,45,25.2,16.99,356.48,74262.0,8.0,25.28,3399,100,4,45000.0,10000,4.5,0
1,0,4,43,49.0,17.57,1013.43,35270.0,10.0,7.39,3058,100,5,83000.0,28200,2.94326241134752,0
0,1,4,47,61.5,15.99,385.97,-1.0,10.0,7.29,-1,100,-1,157000.0,25000,6.28,0
1,0,5,59,47.3,12.99,842.23,46421.0,2.0,14.46,2528,100,8,65000.0,25000,2.6,0
1,0,5,55,61.1,14.08,855.42,17600.0,1.0,7.23,2627,60,7,42000.0,25000,1.68,1
0,1,4,43,32.9,17.57,880.61,150075.0,4.0,9.97,8922,100,6,108000.0,35000,3.08571428571429,1
1,0,5,55,89.0,15.22,478.14,161881.0,0.5,10.54,30271,100,5,65000.0,13750,4.72727272727273,0
0,1,5,59,65.5,13.49,460.1,-1.0,10.0,17.88,-1,100,-1,77000.0,20000,3.85,0
1,0,4,49,62.2,16.99,293.21,81744.0,0.5,28.54,4998,86,5,55000.0,8225,6.68693009118541,1
1,0,4,41,87.8,19.53,1283.13,144610.0,2.0,29.67,8665,101,2,79000.0,34750,2.27338129496403,1
1,0,5,57,18.9,12.69,335.45,350377.0,10.0,32.37,6724,100,12,150000.0,10000,15.0,0
0,1,6,69,25.5,8.88,93.16,-1.0,3.0,1.44,-1,100,-1,120000.0,4500,26.6666666666667,0
0,1,5,55,41.4,13.98,302.36,343573.0,2.0,13.04,18651,100,3,115175.0,13000,8.85961538461538,0
1,0,4,41,37.4,19.97,222.89,11100.0,6.0,3.57,692,100,4,45000.0,6000,7.5,0
0,1,3,33,25.3,19.99,662.88,241421.0,3.0,7.94,15485,100,1,120000.0,25025,4.7952047952048,0
1,0,6,63,0.0,10.75,130.49,116212.0,5.0,12.6,11605,78,8,60000.0,4000,15.0,0
1,0,4,41,55.5,17.86,126.29,35600.0,8.0,15.29,4713,100,9,42000.0,3500,12.0,0
1,0,4,45,46.5,19.2,160.82,80944.0,2.0,28.7,5844,100,7,35000.0,4375,8.0,0
1,0,3,37,70.3,18.55,291.44,36400.0,8.0,33.07,3118,100,5,25000.0,8000,3.125,0
1,0,5,51,31.0,14.65,172.48,17980.0,10.0,8.1,350,100,14,55000.0,5000,11.0,0
1,0,3,31,53.2,26.3,404.51,21700.0,0.5,17.91,1647,68,5,40000.0,10000,4.0,1
1,0,4,45,32.4,18.25,287.51,43133.0,1.0,13.48,3411,100,7,61000.0,7925,7.69716088328076,0
1,0,5,53,47.6,13.99,512.6,26562.0,0.0,19.56,4503,100,3,50000.0,15000,3.33333333333333,0
1,0,6,67,57.5,10.07,646.01,93840.0,2.0,6.36,16880,58,2,90000.0,20000,4.5,0
0,1,3,37,30.8,20.5,706.81,-1.0,10.0,11.51,-1,100,9,126000.0,26400,4.77272727272727,1
1,0,4,47,67.4,18.49,323.04,59891.0,0.5,19.36,3456,100,5,31360.0,8875,3.53352112676056,0
1,0,5,57,90.3,14.27,85.78,-1.0,0.5,15.84,-1,100,-1,40000.0,2500,16.0,0
1,0,4,47,85.0,18.49,127.4,49436.0,10.0,6.28,3739,100,4,60000.0,3500,17.1428571428571,0
1,0,3,39,84.3,20.49,355.44,124823.0,2.0,23.25,15032,100,5,40000.0,9500,4.21052631578947,0
1,0,5,55,20.8,13.98,170.84,35437.0,10.0,19.41,1475,100,9,40000.0,5000,8.0,0
1,0,5,55,74.0,13.18,84.46,345746.0,4.0,13.24,23602,100,4,130000.0,2500,52.0,0
1,0,4,43,87.3,17.57,298.28,226249.0,2.0,28.85,10888,100,6,50000.0,8300,6.02409638554217,0
0,1,5,51,19.5,14.85,284.54,438198.0,10.0,20.44,25548,35,12,100000.0,12000,8.33333333333333,0
1,0,3,37,67.0,23.99,694.33,42637.0,7.0,13.47,3142,67,6,62000.0,17700,3.50282485875706,1
1,0,7,73,29.5,7.39,248.45,46739.0,2.0,9.6,3301,49,4,96000.0,8000,12.0,0
1,0,4,47,26.1,16.55,566.87,421167.0,8.0,20.57,42807,100,8,100000.0,16000,6.25,0
0,1,1,17,68.1,25.83,1013.07,77797.0,0.5,19.03,6043,100,1,85000.0,33950,2.50368188512518,0
1,0,7,73,28.4,7.51,435.56,-1.0,5.0,6.75,-1,100,-1,69000.0,14000,4.92857142857143,0
0,1,5,55,40.5,13.99,930.53,225740.0,8.0,12.37,10659,34,6,350000.0,40000,8.75,1
1,0,5,57,74.3,15.1,694.29,57711.0,8.0,17.94,5932,100,0,60000.0,20000,3.0,0
1,0,4,45,29.0,16.99,53.48,165438.0,0.0,11.14,15622,100,4,30000.0,1500,20.0,0
0,1,2,25,46.4,23.99,1006.68,669833.0,0.5,9.47,36176,100,7,250000.0,35000,7.14285714285714,0
0,1,5,57,24.2,13.49,414.09,193037.0,10.0,16.18,6030,41,1,90000.0,18000,5.0,0
0,1,5,53,37.5,14.49,352.85,262472.0,6.0,14.81,29119,100,5,68000.0,15000,4.53333333333333,0
1,0,4,43,22.2,20.0,668.95,614298.0,3.0,28.27,61699,49,4,120000.0,18000,6.66666666666667,0
1,0,6,69,27.4,10.16,325.05,160292.0,0.5,11.27,14546,100,4,43000.0,10050,4.27860696517413,0
1,0,6,67,49.4,10.74,143.51,-1.0,10.0,7.61,-1,100,2,41000.0,4400,9.31818181818182,0
1,0,6,63,12.9,13.11,296.98,-1.0,1.0,8.68,-1,100,3,147586.0,8800,16.7711363636364,0
1,0,3,37,83.6,19.52,1015.29,118990.0,2.0,17.67,8627,100,3,160000.0,27500,5.81818181818182,0
1,0,6,65,57.0,10.49,259.99,162140.0,10.0,18.99,2294,57,6,186000.0,8000,23.25,0
1,0,7,77,21.1,6.62,429.86,-1.0,9.0,3.95,-1,100,-1,95000.0,14000,6.78571428571429,0
0,1,1,13,40.6,25.99,748.37,486729.0,1.0,23.86,17614,100,4,175000.0,25000,7.0,0
1,0,3,37,27.0,18.55,99.27,49553.0,10.0,10.64,5762,100,7,90000.0,2725,33.0275229357798,0
1,0,3,33,67.2,19.99,1207.66,56913.0,2.0,15.16,11433,100,2,65000.0,32500,2.0,0
1,0,5,55,74.0,13.33,338.54,50304.0,10.0,18.09,4586,100,6,52000.0,10000,5.2,0
0,1,3,35,30.4,21.18,950.42,89651.0,3.0,8.94,4847,100,2,136717.0,35000,3.9062,0
1,0,6,67,59.5,11.26,200.47,-1.0,10.0,15.02,-1,100,-1,163900.0,20000,8.195,0
0,1,4,43,82.8,16.89,148.77,-1.0,0.5,6.66,-1,100,-1,40000.0,6000,6.66666666666667,0
1,0,6,63,20.4,12.49,468.29,87910.0,10.0,8.98,4635,100,9,133000.0,14000,9.5,0
1,0,5,57,83.8,13.06,328.8,-1.0,10.0,21.83,-1,100,-1,52000.0,9750,5.33333333333333,0
0,1,4,43,29.3,20.0,264.94,14800.0,0.0,10.07,542,29,6,20000.0,10000,2.0,1
0,1,5,51,76.0,15.99,729.39,295705.0,2.0,30.88,13512,76,4,100000.0,30000,3.33333333333333,1
1,0,3,35,39.8,15.57,698.91,-1.0,2.0,12.39,-1,100,-1,49000.0,20000,2.45,0
1,0,6,69,69.5,8.24,471.71,771358.0,10.0,14.56,90810,68,2,137000.0,15000,9.13333333333333,0
1,0,6,69,86.0,9.43,192.01,192105.0,10.0,6.44,43503,76,0,38000.0,6000,6.33333333333333,0
1,0,4,49,81.5,15.59,104.87,91056.0,9.0,10.79,12871,100,4,72000.0,3000,24.0,0
1,0,3,37,77.2,16.82,355.64,-1.0,3.0,1.8,-1,100,-1,30000.0,10000,3.0,0
0,1,5,55,81.9,13.98,139.55,-1.0,10.0,23.68,-1,100,-1,112000.0,6000,18.6666666666667,0
0,1,5,51,24.3,16.02,851.51,209416.0,2.0,15.11,11128,42,8,250000.0,35000,7.14285714285714,0
1,0,5,57,33.2,13.59,407.75,78238.0,10.0,10.77,4151,58,4,140000.0,12000,11.6666666666667,1
0,1,6,69,39.3,9.91,254.97,-1.0,10.0,19.57,-1,100,-1,97200.0,12025,8.08316008316008,0
1,0,4,45,50.5,16.99,356.48,88385.0,0.0,24.72,6608,100,4,55000.0,10000,5.5,0
1,0,3,35,49.9,21.18,906.43,77675.0,3.0,14.67,2314,32,7,75000.0,24000,3.125,1
1,0,7,75,17.2,7.51,497.78,-1.0,10.0,18.88,-1,100,-1,30000.0,16000,1.875,0
1,0,4,43,45.7,18.99,1282.79,455752.0,10.0,15.21,45939,56,6,110000.0,35000,3.14285714285714,0
1,0,7,71,13.3,7.97,200.47,42100.0,9.0,6.59,824,20,4,49000.0,6400,7.65625,0
1,0,4,47,18.6,14.96,788.18,-1.0,3.0,7.3,-1,100,-1,60000.0,22750,2.63736263736264,0
1,0,4,47,33.9,16.55,425.16,204479.0,10.0,33.27,11386,100,7,105000.0,12000,8.75,0
1,0,5,59,54.2,12.29,800.48,71136.0,0.5,18.43,2989,100,3,77100.0,24000,3.2125,0
1,0,4,47,54.9,16.29,564.81,229500.0,10.0,21.53,13195,100,4,80000.0,16000,5.0,0
0,1,1,19,14.8,25.8,695.61,236257.0,5.0,9.36,11217,100,6,65000.0,23325,2.78670953912111,0
1,0,5,55,0.1,13.67,850.44,218090.0,0.5,20.28,10513,66,7,80000.0,25000,3.2,0
1,0,3,35,20.2,24.74,554.72,66248.0,5.0,20.72,2241,47,10,50000.0,14000,3.57142857142857,0
0,1,4,47,32.1,17.99,710.87,29603.0,3.0,7.28,6281,64,0,80000.0,28000,2.85714285714286,1
0,1,2,29,75.8,23.7,621.21,50301.0,5.0,3.82,5724,100,3,200000.0,21725,9.20598388952819,1
1,0,6,61,38.6,11.11,819.78,-1.0,2.0,13.32,-1,100,-1,52000.0,25000,2.08,0
1,0,5,53,34.2,14.49,344.17,20500.0,4.0,6.02,701,100,8,49000.0,10000,4.9,0
1,0,6,61,65.4,11.11,655.82,-1.0,10.0,17.67,-1,100,-1,44000.0,20000,2.2,0
1,0,6,61,67.3,11.53,329.91,351391.0,8.0,27.55,24181,100,1,80000.0,10000,8.0,0
1,0,5,57,90.3,13.59,135.92,101938.0,1.0,5.25,6142,53,3,150000.0,4000,37.5,1
0,1,4,47,96.0,18.06,254.27,44100.0,1.0,10.75,8466,96,3,100000.0,10000,10.0,1
0,1,3,39,40.1,19.99,927.1,220020.0,4.0,19.17,19022,66,10,88000.0,35000,2.51428571428571,0
1,0,5,55,43.5,15.22,459.88,315614.0,10.0,19.43,20546,100,12,61200.0,13225,4.62759924385633,0
0,1,6,67,0.0,10.75,139.98,-1.0,4.0,3.41,-1,100,-1,102000.0,9250,11.027027027027,0
1,0,4,49,61.3,14.61,344.76,-1.0,1.0,14.32,-1,100,-1,60000.0,10000,6.0,0
1,0,2,27,45.2,24.11,1375.18,562109.0,10.0,12.79,23439,75,12,254000.0,35000,7.25714285714286,0
0,1,1,19,7.9,26.77,547.17,108750.0,10.0,2.5,7201,100,6,36000.0,18000,2.0,1
1,0,5,51,23.3,16.02,395.63,131099.0,10.0,20.52,7486,91,3,42764.0,11250,3.80124444444444,0
0,1,2,23,79.4,23.76,366.45,38034.0,5.0,27.68,3648,100,4,45000.0,12800,3.515625,1
1,0,6,61,20.9,11.36,822.78,-1.0,4.0,11.07,-1,100,-1,185000.0,25000,7.4,0
0,1,1,11,39.8,28.99,844.97,49879.0,7.0,10.81,2310,100,7,60000.0,26625,2.25352112676056,1
0,1,4,45,27.0,19.03,259.58,492049.0,0.5,16.49,28361,76,13,95000.0,10000,9.5,0
1,0,6,63,35.1,13.11,809.93,-1.0,10.0,5.03,-1,100,1,150000.0,24000,6.25,0
1,0,3,39,29.8,18.25,362.78,51757.0,0.5,19.39,2565,100,8,33113.0,10000,3.3113,0
1,0,4,47,26.6,17.99,1084.43,116274.0,5.0,26.79,23947,27,4,65000.0,30000,2.16666666666667,0
0,1,5,59,59.7,12.99,227.48,376734.0,7.0,10.86,38549,100,3,84000.0,10000,8.4,0
1,0,5,53,42.0,14.49,413.0,50503.0,2.0,8.54,4361,60,4,70000.0,12000,5.83333333333333,1
0,1,5,55,51.9,14.65,472.14,-1.0,10.0,18.14,-1,100,-1,50000.0,20000,2.5,0
0,1,3,33,58.0,21.97,552.04,109570.0,10.0,19.16,5879,70,9,128000.0,20000,6.4,1
1,0,3,35,8.4,19.19,830.6,80117.0,8.0,20.09,3994,100,5,66500.0,22600,2.94247787610619,0
1,0,4,43,81.2,18.99,1262.63,113319.0,7.0,18.95,13604,70,4,140000.0,34450,4.06386066763425,1
1,0,4,45,9.9,19.03,1100.14,28383.0,2.0,12.12,3103,55,4,60000.0,30000,2.0,0
1,0,6,61,35.7,11.47,659.24,57758.0,10.0,30.97,5278,33,3,52000.0,20000,2.6,0
1,0,5,57,53.0,14.16,328.86,32831.0,1.0,5.59,1453,100,1,97045.82,9600,10.1089395833333,0
1,0,4,47,74.8,16.55,595.22,41199.0,10.0,24.0,3622,100,1,42000.0,16800,2.5,0
1,0,3,37,94.3,21.0,1318.63,678594.0,10.0,6.58,90812,100,3,250000.0,35000,7.14285714285714,0
1,0,4,41,15.9,19.53,188.32,62400.0,10.0,16.58,1237,16,4,15000.0,5100,2.94117647058824,0
0,1,4,45,78.4,16.49,221.22,-1.0,2.0,21.49,-1,100,-1,94000.0,9000,10.4444444444444,0
0,1,4,41,63.9,18.24,306.3,75246.0,10.0,21.98,3855,100,10,85000.0,12000,7.08333333333333,1
0,1,5,57,43.2,14.27,819.3,-1.0,10.0,19.42,-1,100,-1,65000.0,35000,1.85714285714286,0
1,0,5,57,21.7,13.49,135.73,17514.0,10.0,4.2,752,39,4,80000.0,4000,20.0,0
1,0,5,55,52.8,13.44,1186.72,269428.0,6.0,13.36,12168,58,6,186000.0,35000,5.31428571428571,1
1,0,4,45,85.6,18.75,76.72,125014.0,5.0,17.01,12089,100,4,63500.0,2100,30.2380952380952,0
1,0,3,35,73.2,20.2,745.32,256887.0,5.0,23.37,40226,100,6,90000.0,20000,4.5,0
1,0,3,37,4.4,21.48,784.04,73700.0,7.0,8.64,2201,100,3,52000.0,20675,2.51511487303507,0
1,0,5,51,21.4,14.48,681.35,88137.0,10.0,12.26,1529,36,6,100000.0,19800,5.05050505050505,0
0,1,2,25,13.5,24.99,960.34,259350.0,7.0,2.45,28209,14,3,67000.0,32725,2.04736440030558,0
1,0,6,67,37.8,11.14,226.36,39455.0,8.0,7.16,2486,100,1,30000.0,6900,4.34782608695652,0
1,0,4,43,87.7,18.92,1253.17,213135.0,8.0,12.42,17713,100,1,120000.0,34225,3.50620891161432,0
1,0,5,51,28.9,16.78,1244.02,37000.0,9.0,1.77,2675,100,0,150000.0,35000,4.28571428571429,0
1,0,2,29,37.3,21.99,1168.47,172597.0,0.5,3.97,10767,100,4,75000.0,30600,2.45098039215686,0
1,0,4,45,18.9,18.99,925.44,106810.0,1.0,28.9,4694,44,4,65000.0,25250,2.57425742574257,0
1,0,4,49,38.9,16.29,247.11,24594.0,10.0,26.05,6311,77,2,34000.0,7000,4.85714285714286,0
1,0,6,69,23.0,9.44,96.02,46900.0,0.5,11.92,2346,65,2,43000.0,3000,14.3333333333333,0
0,1,6,67,2.2,10.0,169.98,-1.0,10.0,13.39,-1,100,-1,30000.0,8000,3.75,0
1,0,5,53,63.8,16.29,564.81,375102.0,10.0,11.91,19017,100,3,160000.0,16000,10.0,0
1,0,4,49,62.8,16.99,299.45,46574.0,0.5,18.85,6038,78,5,57750.0,8400,6.875,1
1,0,5,55,46.6,13.98,205.01,32950.0,10.0,9.63,2381,100,4,80000.0,6000,13.3333333333333,0
1,0,5,55,44.1,14.08,1197.58,133699.0,1.0,16.56,9173,53,11,80000.0,35000,2.28571428571429,1
1,0,5,59,47.1,12.99,202.14,99867.0,5.0,19.04,4382,100,4,116000.0,6000,19.3333333333333,0
1,0,4,47,35.8,16.29,381.25,46800.0,8.0,11.26,838,100,9,53000.0,10800,4.90740740740741,0
1,0,3,37,96.2,21.0,878.78,65149.0,4.0,20.73,5650,100,1,59000.0,23325,2.52947481243301,0
1,0,6,65,36.5,11.99,498.15,276058.0,0.5,21.8,11919,100,6,98000.0,15000,6.53333333333333,0
1,0,7,71,24.1,7.89,156.43,88835.0,10.0,7.75,9080,100,4,135000.0,5000,27.0,0
1,0,3,33,17.4,24.99,875.6,18808.0,10.0,3.29,372,18,7,58000.0,22025,2.63337116912599,0
1,0,5,57,15.7,14.27,137.24,-1.0,3.0,18.7,-1,100,-1,24000.0,4000,6.0,0
1,0,4,49,65.3,15.61,559.44,130512.0,0.5,24.05,28023,100,6,100000.0,16000,6.25,0
1,0,5,59,48.4,13.65,713.32,15600.0,8.0,2.98,839,100,3,52579.0,20975,2.50674612634088,0
1,0,5,59,48.0,12.99,101.07,-1.0,2.0,20.03,-1,100,-1,36000.0,3000,12.0,0
1,0,6,65,80.1,12.12,212.94,-1.0,2.0,25.03,-1,100,4,65000.0,6400,10.15625,0
1,0,5,53,35.7,13.67,68.04,76670.0,3.0,18.81,3610,100,5,90000.0,2000,45.0,0
1,0,6,63,11.1,13.11,404.97,593871.0,2.0,9.81,32608,100,3,200000.0,12000,16.6666666666667,0
1,0,5,55,41.3,13.98,546.69,57991.0,0.5,24.19,5258,100,1,45000.0,16000,2.8125,0
1,0,6,69,97.6,10.16,301.6,-1.0,5.0,20.68,-1,100,3,43000.0,9325,4.6112600536193,0
1,0,3,39,51.5,22.39,615.24,46813.0,8.0,18.62,10295,88,6,90908.0,16025,5.67288611544462,1
1,0,5,57,26.3,12.69,322.04,221479.0,6.0,8.42,22084,100,3,63000.0,9600,6.5625,0
1,0,5,57,64.4,13.35,372.5,33487.0,2.0,4.94,2990,100,4,180000.0,11000,16.3636363636364,0
1,0,6,63,7.6,10.75,652.41,70796.0,2.0,15.29,5107,43,2,70000.0,20000,3.5,0
1,0,4,49,82.2,15.62,209.82,-1.0,3.0,10.97,-1,100,-1,65000.0,6000,10.8333333333333,0
1,0,6,65,29.6,11.39,198.37,35988.0,3.0,5.51,5638,63,2,91640.0,6025,15.2099585062241,0
1,0,5,57,26.8,13.35,241.28,49559.0,7.0,10.36,3666,100,4,89000.0,7125,12.4912280701754,0
0,1,4,45,78.6,15.28,287.25,-1.0,10.0,24.02,-1,100,-1,60000.0,12000,5.0,1
1,0,3,37,70.5,19.24,1287.22,349100.0,8.0,12.02,19422,100,4,175000.0,35000,5.0,0
1,0,4,49,62.8,12.61,820.91,-1.0,2.0,5.76,-1,100,-1,120000.0,24500,4.89795918367347,0
1,0,6,63,69.8,11.67,198.35,25052.0,5.0,19.33,3337,100,2,28000.0,6000,4.66666666666667,0
1,0,2,23,60.1,30.49,784.99,183688.0,5.0,28.46,8752,101,8,49000.0,18375,2.66666666666667,1
1,0,6,65,40.4,10.99,801.99,518177.0,10.0,4.95,30308,100,4,225000.0,24500,9.18367346938776,0
